Cenário,CAGR,Sharpe,MaxDD,Calmar
SMA100,0.16041784180539764,0.40962438179522215,-0.2786425476326211,0.5757119405070258
SMA150,0.11948653734734327,0.20340982163230403,-0.27864254763262075,0.4288165549824127
SMA200 (base),0.11936717610461467,0.20292021150795378,-0.2786425476326204,0.42838818808818724
Mom 6-1,0.05957218133783204,-0.08296831046552099,-0.43640025862310394,0.13650812565003867
Mom 9-1,0.08870763498201573,0.056677257106617154,-0.3654795595718656,0.24271572146450726
Mom 12-1 (base),0.11936717610461467,0.20292021150795378,-0.2786425476326204,0.42838818808818724
"Custo 0,10%",0.11183658555599219,0.16610538431064611,-0.2867321975138585,0.39003846280844284
"Custo 0,20%",0.1043450197398128,0.12924666864206186,-0.2976004548522474,0.3506211702250858
Sem custo (base),0.11936717610461467,0.20292021150795378,-0.2786425476326204,0.42838818808818724
